variable,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),42.80281500375471,0.14232298661615966,300.7442158250408,0
outsourcing_statusOutsourced,-4.169388253320433,0.34699710427273717,-12.015628378395125,4.924933991225543e-33
