UnitOccupation_labelled,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc
Sports And Fitness Occupations,Outsourced,3,2.810765333147204,18.335849661816514,16.116690920059984,22,17.937552808190794,15.669725760270536
Teaching And Childcare Associate Professionals,Not outsourced,28,24.863386524766554,12.495066032154147,12.41146024604421,32,28.54863729926248,87.09132510996898
Teaching And Childcare Associate Professionals,Outsourced,4,3.685250774495927,14.240344608668734,14.469198069557633,32,28.54863729926248,12.908674890031024
Teaching And Childcare Support Occupations,Not outsourced,156,146.07031086740758,12.280533177370089,12.3364186180142,184,175.45986276421405,83.24998581795276
Teaching And Childcare Support Occupations,Outsourced,28,29.389551896806466,11.212479456703795,11.066423024775535,184,175.45986276421405,16.75001418204723
Teaching Professionals,Not outsourced,293,247.2462650414565,20.597318545595503,20.686564453712414,334,280.2979009535578,88.20838978827116
Teaching Professionals,Outsourced,41,33.05163591210134,19.853452521752832,20.85568479273726,334,280.2979009535578,11.79161021172885
Textiles And Garments Trades,Not outsourced,5,6.475869277839121,12.823129710549994,13.504348350730638,6,7.288946135442483,88.8450697467803
Textiles And Garments Trades,Outsourced,1,0.8130768576033626,32.22836095764272,32.22836095764272,6,7.288946135442483,11.154930253219712
Therapy Professionals,Not outsourced,40,34.106365227656525,22.321884708483612,22.084951313489782,46,39.420708042971235,86.51890572457066
Therapy Professionals,Outsourced,6,5.3143428153147125,19.476004365322964,19.397710159134192,46,39.420708042971235,13.481094275429351
Transport Associate Professionals,Not outsourced,5,3.4461321281878563,20.131813188588414,19.867511681325634,7,5.162265902858161,66.75619181646294
Transport Associate Professionals,Outsourced,2,1.7161337746703045,21.702987517904646,22.972167987070204,7,5.162265902858161,33.243808183537055
Vehicle Trades,Not outsourced,30,30.969345965205164,15.866766268047408,15.190293425182814,33,33.071073183754244,93.64481700708302
Vehicle Trades,Outsourced,3,2.1017272185490765,18.464400719416712,18.83985985692472,33,33.071073183754244,6.355182992916976
Veterinarians,Not outsourced,3,2.1943687814361565,22.352261100879883,21.158270967894758,3,2.1943687814361565,100
Veterinary Nurses,Not outsourced,7,5.721820433417004,13.94436713330287,13.887603087635075,8,6.835469134411042,83.70779416751776
Veterinary Nurses,Outsourced,1,1.1136487009940381,15.95,15.949999999999998,8,6.835469134411042,16.292205832482225
Web And Multimedia Design Professionals,Not outsourced,21,19.16907738615563,18.545221382168666,20.036514994564527,22,20.35408752785337,94.17802375038369
Web And Multimedia Design Professionals,Outsourced,1,1.1850101416977374,18.9073050951504,18.9073050951504,22,20.35408752785337,5.821976249616304
Welfare And Housing Associate Professionals,Not outsourced,84,72.61606221664978,16.98558949503654,17.03021674459173,94,83.12200977194937,87.36081143355011
Welfare And Housing Associate Professionals,Outsourced,10,10.505947555299592,16.489359018318503,15.800785002317122,94,83.12200977194937,12.6391885664499
Welfare Professionals,Not outsourced,50,39.60508415092086,19.116580447666877,19.199884035952756,55,44.21120062540974,89.58156211699534
Welfare Professionals,Outsourced,5,4.606116474488879,21.984738588359136,21.394403915709354,55,44.21120062540974,10.418437883004655
NA,Not outsourced,1,0.8331552475741444,10.313075506445673,10.313075506445673,1,0.8331552475741444,100
