variable,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),575.4113330922028,3.43742208638613,167.39618197343663,0
outsourcing_groupOutsourced,-66.61450319419738,9.968603710992712,-6.682430671884303,2.5019370249317752e-11
outsourcing_groupLikely agency,-36.52919743299041,19.19967797848771,-1.9025942765248234,0.05712813464433857
outsourcing_groupHigh indicators,24.498528055767462,19.165675598708862,1.2782501680983194,0.20119703241917458
