SectorName,SectorName_labelled,UnitOccupation_labelled,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc
1,Accommodation And Food Service Activities,Administrative Occupations: Finance,Not outsourced,7,7.824348415413465,507.243707796194,493.9423650940097,8,8.728593338590894,89.6404278661995
1,Accommodation And Food Service Activities,Administrative Occupations: Finance,Outsourced,1,0.9042449231774289,537.1393492940454,537.1393492940454,8,8.728593338590894,10.359572133800498
1,Accommodation And Food Service Activities,Administrative Occupations: Office Managers And Supervisors,Not outsourced,2,2.305319544859559,408.22590546347453,420.6442452091116,4,3.9301405403957994,58.657432760086316
1,Accommodation And Food Service Activities,Administrative Occupations: Office Managers And Supervisors,Outsourced,2,1.6248209955362403,610.1956721915285,607.4107807202923,4,3.9301405403957994,41.34256723991368
1,Accommodation And Food Service Activities,Agricultural And Related Trades,Not outsourced,2,1.8206141041959811,604.8189073050951,604.8189073050952,2,1.8206141041959811,100
1,Accommodation And Food Service Activities,"Business, Research And Administrative Professionals",Not outsourced,1,1.1155173813018209,600,600,2,2.1906424182044484,50.92192920358725
1,Accommodation And Food Service Activities,"Business, Research And Administrative Professionals",Outsourced,1,1.0751250369026277,644.5672191528545,644.5672191528545,2,2.1906424182044484,49.07807079641277
1,Accommodation And Food Service Activities,Caring Personal Services,Not outsourced,3,2.5890492817960085,283.609576427256,269.82317147448833,4,3.2185157342886788,80.44233726165741
1,Accommodation And Food Service Activities,Caring Personal Services,Outsourced,1,0.6294664524926704,386.7403314917127,386.7403314917127,4,3.2185157342886788,19.557662738342593
1,Accommodation And Food Service Activities,Cleaning And Housekeeping Managers And Supervisors,Not outsourced,3,1.653829390578879,398.2334765704931,386.9114643562872,4,2.86703035722834,57.684404575949266
1,Accommodation And Food Service Activities,Cleaning And Housekeeping Managers And Supervisors,Outsourced,1,1.2132009666494608,504.9109883364027,504.9109883364027,4,2.86703035722834,42.31559542405073
1,Accommodation And Food Service Activities,Construction And Building Trades,Not outsourced,2,1.3766316721400709,430.8502148557397,421.32976421425866,2,1.3766316721400709,100
1,Accommodation And Food Service Activities,Construction Operatives,Not outsourced,3,3.272135764588818,448.8193165541232,412.58507739099593,3,3.272135764588818,100
1,Accommodation And Food Service Activities,Customer Service Occupations,Not outsourced,7,7.574493520595087,401.81706568446896,353.726178501453,7,7.574493520595087,100
1,Accommodation And Food Service Activities,Customer Service Supervisors,Not outsourced,3,2.4674528003710416,544.3012072846327,524.5897128913454,3,2.4674528003710416,100
