variable,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),26781.287474491408,160.1521771515828,167.22399876676747,0
outsourcing_statusOutsourced,-2169.9122824256556,391.2323925473272,-5.54635128317797,3.006656711000223e-8
