SectorName,SectorName_labelled,UnitOccupation_labelled,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc
1,Accommodation And Food Service Activities,Administrative Occupations: Finance,Not outsourced,7,7.824348415413465,14.638009049773755,14.777079258383393,8,8.728593338590894,89.6404278661995
1,Accommodation And Food Service Activities,Administrative Occupations: Finance,Outsourced,1,0.9042449231774289,14.517279710649875,14.517279710649875,8,8.728593338590894,10.359572133800498
1,Accommodation And Food Service Activities,Administrative Occupations: Office Managers And Supervisors,Not outsourced,2,2.305319544859559,11.494782074892571,11.737504169920932,4,3.9301405403957994,58.657432760086316
1,Accommodation And Food Service Activities,Administrative Occupations: Office Managers And Supervisors,Outsourced,2,1.6248209955362403,13.858329496623696,13.713290921693492,4,3.9301405403957994,41.34256723991368
1,Accommodation And Food Service Activities,Agricultural And Related Trades,Not outsourced,2,1.8206141041959811,16.019945505261003,16.019945505261006,2,1.8206141041959811,100
1,Accommodation And Food Service Activities,"Business, Research And Administrative Professionals",Not outsourced,1,1.1155173813018209,15,15,2,2.1906424182044484,50.92192920358725
1,Accommodation And Food Service Activities,"Business, Research And Administrative Professionals",Outsourced,1,1.0751250369026277,17.188459177409452,17.188459177409452,2,2.1906424182044484,49.07807079641277
1,Accommodation And Food Service Activities,Caring Personal Services,Not outsourced,3,2.5890492817960085,11.598117454471046,11.945188487117044,4,3.2185157342886788,80.44233726165741
1,Accommodation And Food Service Activities,Caring Personal Services,Outsourced,1,0.6294664524926704,9.668508287292818,9.668508287292818,4,3.2185157342886788,19.557662738342593
1,Accommodation And Food Service Activities,Cleaning And Housekeeping Managers And Supervisors,Not outsourced,3,1.653829390578879,14.006559545462192,13.643355096498931,4,2.86703035722834,57.684404575949266
1,Accommodation And Food Service Activities,Cleaning And Housekeeping Managers And Supervisors,Outsourced,1,1.2132009666494608,14.426028238182933,14.426028238182933,4,2.86703035722834,42.31559542405073
1,Accommodation And Food Service Activities,Construction And Building Trades,Not outsourced,2,1.3766316721400709,10.771255371393494,10.533244105356466,2,1.3766316721400709,100
1,Accommodation And Food Service Activities,Construction Operatives,Not outsourced,3,3.272135764588818,13.121444649068957,11.966559166354074,3,3.272135764588818,100
1,Accommodation And Food Service Activities,Customer Service Occupations,Not outsourced,7,7.574493520595087,11.09214680347277,9.80594321946639,7,7.574493520595087,100
1,Accommodation And Food Service Activities,Customer Service Supervisors,Not outsourced,3,2.4674528003710416,22.421468784268047,21.464421189116234,3,2.4674528003710416,100
1,Accommodation And Food Service Activities,"Directors In Logistics, Warehousing And Transport",Not outsourced,1,0.8486591300528055,14.323715981174544,14.323715981174544,1,0.8486591300528055,100
1,Accommodation And Food Service Activities,Elementary Cleaning Occupations,Not outsourced,12,14.63529459971372,11.269911696369606,11.339292341157735,15,18.49836663628121,79.11668574569836
1,Accommodation And Food Service Activities,Elementary Cleaning Occupations,Outsourced,3,3.86307203656749,11.715927502541033,11.792192602510609,15,18.49836663628121,20.883314254301624
1,Accommodation And Food Service Activities,Elementary Sales Occupations,Not outsourced,2,2.102588216574186,13.516574585635357,13.676542558618008,2,2.102588216574186,100
1,Accommodation And Food Service Activities,Elementary Storage Occupations,Not outsourced,9,12.385095343771727,10.12438896846509,9.60696311092003,11,14.252648741318765,86.89679770095677
1,Accommodation And Food Service Activities,Elementary Storage Occupations,Outsourced,2,1.867553397547038,9.974254143646409,9.904774406170436,11,14.252648741318765,13.10320229904324
1,Accommodation And Food Service Activities,Engineering Professionals,Not outsourced,1,1.4368909802407066,22.91794556987927,22.91794556987927,2,2.055951286460522,69.88934950469692
1,Accommodation And Food Service Activities,Engineering Professionals,Outsourced,1,0.6190603062198153,27.93124616329036,27.93124616329036,2,2.055951286460522,30.110650495303087
1,Accommodation And Food Service Activities,Finance Professionals,Not outsourced,2,2.2074953700296183,11.491508082668304,12.422083710245616,2,2.2074953700296183,100
1,Accommodation And Food Service Activities,Food Preparation And Hospitality Trades,Not outsourced,50,55.505159711385275,12.57686269933558,12.145062200745967,65,75.29563470297833,73.7163049761632
1,Accommodation And Food Service Activities,Food Preparation And Hospitality Trades,Outsourced,15,19.790474991593054,12.032081726556864,11.61472774525549,65,75.29563470297833,26.283695023836806
1,Accommodation And Food Service Activities,Functional Managers And Directors,Not outsourced,21,19.49410606457846,17.628838620430976,18.524272733045738,22,21.13630926596455,92.23041648037153
1,Accommodation And Food Service Activities,Functional Managers And Directors,Outsourced,1,1.6422032013860899,7.734806629834255,7.734806629834255,22,21.13630926596455,7.769583519628484
1,Accommodation And Food Service Activities,Hairdressers And Related Services,Not outsourced,2,1.8348898248444732,14.847006635680668,14.356018499604764,2,1.8348898248444732,100
1,Accommodation And Food Service Activities,Housekeeping And Related Services,Not outsourced,23,26.1746869782515,10.003657270685785,9.786702228350885,24,26.740663080945595,97.88346272124647
1,Accommodation And Food Service Activities,Housekeeping And Related Services,Outsourced,1,0.5659761026940925,11.602209944751381,11.602209944751381,24,26.740663080945595,2.1165372787535177
1,Accommodation And Food Service Activities,"Hr, Training And Other Vocational Associate Guidance Professionals",Not outsourced,1,0.7660570078087133,18.79987722529159,18.79987722529159,2,1.5263051854063474,50.19029058757777
1,Accommodation And Food Service Activities,"Hr, Training And Other Vocational Associate Guidance Professionals",Outsourced,1,0.760248177597634,23.365561694290975,23.365561694290975,2,1.5263051854063474,49.80970941242223
1,Accommodation And Food Service Activities,Information Technology Professionals,Not outsourced,1,0.8282683605646163,22.560121240024554,22.560121240024554,1,0.8282683605646163,100
1,Accommodation And Food Service Activities,Information Technology Technicians,Not outsourced,1,0.7396020180116426,21.485573971761816,21.485573971761816,1,0.7396020180116426,100
1,Accommodation And Food Service Activities,Leisure And Travel Services,Not outsourced,4,5.333465833078936,13.67914876202169,13.522962073798682,4,5.333465833078936,100
1,Accommodation And Food Service Activities,Managers And Directors In Retail And Wholesale,Not outsourced,11,12.685201151509478,16.595942943387694,12.760703336021761,11,12.685201151509478,100
1,Accommodation And Food Service Activities,Managers And Proprietors In Hospitality And Leisure Services,Not outsourced,36,40.7089470516552,13.56788000458077,13.375821065912096,40,45.05743002725512,90.34902129799784
1,Accommodation And Food Service Activities,Managers And Proprietors In Hospitality And Leisure Services,Outsourced,4,4.3484829755999215,14.921500920810313,14.855427552500116,40,45.05743002725512,9.650978702002169
1,Accommodation And Food Service Activities,Managers And Proprietors In Other Services,Not outsourced,1,1.3691456239847926,9.498885334884172,9.498885334884172,1,1.3691456239847926,100
1,Accommodation And Food Service Activities,"Managers In Logistics, Warehousing And Transport",Not outsourced,2,1.501623059805349,12.339743589743591,12.564309944090818,2,1.501623059805349,100
1,Accommodation And Food Service Activities,NA,Not outsourced,1,0.5779883482764481,16.527364593662934,16.527364593662934,1,0.5779883482764481,100
1,Accommodation And Food Service Activities,Other Administrative Occupations,Not outsourced,5,4.067539899802582,13.535911602209945,13.457181021692266,7,5.883103982171361,69.1393507938868
1,Accommodation And Food Service Activities,Other Administrative Occupations,Outsourced,2,1.81556408236878,14.638735420503377,15.760492868394683,7,5.883103982171361,30.860649206113195
1,Accommodation And Food Service Activities,Other Elementary Services Occupations,Not outsourced,94,113.70379542841526,11.425687313726995,11.70754196954539,126,161.03958719489074,70.60611456412296
1,Accommodation And Food Service Activities,Other Elementary Services Occupations,Outsourced,32,47.335791766475474,10.760382009810668,10.771047721932925,126,161.03958719489074,29.393885435877028
1,Accommodation And Food Service Activities,Other Skilled Trades,Not outsourced,1,0.6581799649640776,17.188459177409452,17.188459177409452,1,0.6581799649640776,100
1,Accommodation And Food Service Activities,Process Operatives,Not outsourced,2,1.90095364695734,9.746749923265806,9.58603094267714,2,1.90095364695734,100
1,Accommodation And Food Service Activities,Road Transport Drivers,Not outsourced,11,11.248059648013873,15.024481201442526,14.616300530457595,11,11.248059648013873,100
1,Accommodation And Food Service Activities,Sales Assistants And Retail Cashiers,Not outsourced,25,28.76022800932361,10.163528189246296,10.026695251565766,32,34.295189366283374,83.8608228756382
1,Accommodation And Food Service Activities,Sales Assistants And Retail Cashiers,Outsourced,7,5.5349613569597675,12.191686693755608,11.391650981459321,32,34.295189366283374,16.139177124361805
1,Accommodation And Food Service Activities,"Sales, Marketing And Related Associate Professionals",Not outsourced,3,3.847194202809301,14.343696541845713,15.072401485918338,3,3.847194202809301,100
1,Accommodation And Food Service Activities,Secretarial And Related Occupations,Not outsourced,9,9.152055821684622,13.111901428422703,12.614648785860977,9,9.152055821684622,100
1,Accommodation And Food Service Activities,Shopkeepers And Sales Supervisors,Not outsourced,6,5.476374606274437,10.587487780403848,10.44398493399278,7,7.2792069374293815,75.23312159344097
1,Accommodation And Food Service Activities,Shopkeepers And Sales Supervisors,Outsourced,1,1.8028323311549448,12.121546961325967,12.121546961325967,7,7.2792069374293815,24.766878406559037
1,Accommodation And Food Service Activities,Welfare And Housing Associate Professionals,Not outsourced,1,2.3230435895352732,14.052547575199506,14.052547575199506,1,2.3230435895352732,100
2,Activities Of Extraterritorial Organisations And Bodies,Administrative Occupations: Records,Not outsourced,1,0.8549391738945257,20.324191594909827,20.324191594909827,1,0.8549391738945257,100
2,Activities Of Extraterritorial Organisations And Bodies,Business Associate Professionals,Not outsourced,1,0.8151521032069263,14.426028238182933,14.426028238182933,1,0.8151521032069263,100
2,Activities Of Extraterritorial Organisations And Bodies,"Business, Research And Administrative Professionals",Not outsourced,1,0.4877974747728319,18.65852476495105,18.65852476495105,1,0.4877974747728319,100
2,Activities Of Extraterritorial Organisations And Bodies,Secretarial And Related Occupations,Not outsourced,1,1.490352347678572,20.339676693267855,20.339676693267855,1,1.490352347678572,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Agricultural And Related Trades,Not outsourced,2,1.3111745114998135,14.106890730509516,14.813587379556909,2,1.3111745114998135,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Cleaning And Housekeeping Managers And Supervisors,Outsourced,1,0.7396020180116426,10,10,1,0.7396020180116426,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Construction And Building Trades,Not outsourced,1,2.4185358421328944,12.121546961325967,12.121546961325967,1,2.4185358421328944,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Elementary Cleaning Occupations,Not outsourced,7,9.781794849374172,10.31911857326222,10.319133098329319,14,18.449787248111207,53.018469632356236
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Elementary Cleaning Occupations,Outsourced,7,8.667992398737036,10.724373394619011,10.269162229922907,14,18.449787248111207,46.98153036764378
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Food Preparation And Hospitality Trades,Not outsourced,1,0.597178401904573,8.250460405156538,8.250460405156538,1,0.597178401904573,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Housekeeping And Related Services,Outsourced,1,3.268411876415461,10.3125,10.3125,1,3.268411876415461,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Sales Assistants And Retail Cashiers,Not outsourced,1,2.1838565226459763,12.891344383057088,12.891344383057088,2,3.18491876925026,68.56867257434209
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Sales Assistants And Retail Cashiers,Outsourced,1,1.0010622466042838,37.884438305709025,37.884438305709025,2,3.18491876925026,31.431327425657923
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,"Science, Engineering And Production Technicians",Not outsourced,1,1.0749702414730204,17.188459177409452,17.188459177409452,1,1.0749702414730204,100
3,Activities Of Households As Employers; Undifferentiated Goods-And Services-Producing Activities Of Households For Own Us,Teaching And Childcare Support Occupations,Not outsourced,3,3.53310140153107,15.218214561023329,12.613719971377108,3,3.53310140153107,100
4,Administrative And Support Service Activities,Administrative Occupations: Finance,Not outsourced,8,9.932175529501897,16.124073778942563,16.48535277503716,9,10.988684791013894,90.38548032266822
4,Administrative And Support Service Activities,Administrative Occupations: Finance,Outsourced,1,1.0565092615119964,13.536180171884592,13.536180171884592,9,10.988684791013894,9.61451967733179
4,Administrative And Support Service Activities,Administrative Occupations: Government And Related Organisations,Not outsourced,2,1.7011346979424125,14.532937633766362,14.534583182683033,3,2.2525434724328397,75.5206156401109
4,Administrative And Support Service Activities,Administrative Occupations: Government And Related Organisations,Outsourced,1,0.5514087744904274,11.35135135135135,11.35135135135135,3,2.2525434724328397,24.479384359889096
4,Administrative And Support Service Activities,Administrative Occupations: Office Managers And Supervisors,Not outsourced,5,4.4099109585232625,15.866749529640137,14.479339109822062,5,4.4099109585232625,100
4,Administrative And Support Service Activities,Administrative Occupations: Records,Not outsourced,1,0.6581799649640776,23.93694818330511,23.93694818330511,3,2.686219710262103,24.50208977507119
4,Administrative And Support Service Activities,Administrative Occupations: Records,Outsourced,2,2.028039745298025,19.184875483218022,19.122979925336733,3,2.686219710262103,75.49791022492882
4,Administrative And Support Service Activities,Agricultural And Related Trades,Not outsourced,6,6.715384695221577,20.97018572110653,20.650182207668838,10,12.908096968733645,52.02459132037644
4,Administrative And Support Service Activities,Agricultural And Related Trades,Outsourced,4,6.1927122735120665,11.701773930106112,12.880846052747954,10,12.908096968733645,47.97540867962356
4,Administrative And Support Service Activities,Animal Care And Control Services,Outsourced,1,1.4556646739761308,16.11418047882136,16.11418047882136,1,1.4556646739761308,100
4,Administrative And Support Service Activities,Assemblers And Routine Operatives,Outsourced,2,6.40697626366481,13.15991405770411,13.104227779573177,2,6.40697626366481,100
4,Administrative And Support Service Activities,Business And Financial Project Management Professionals,Not outsourced,1,0.7350111240580521,28.64743196234909,28.64743196234909,1,0.7350111240580521,100
4,Administrative And Support Service Activities,Business Associate Professionals,Not outsourced,3,2.409548765071625,21.032091944614965,21.125816447688486,5,4.3596281623602415,55.269593537241704
4,Administrative And Support Service Activities,Business Associate Professionals,Outsourced,2,1.9500793972886168,12.178255603669967,12.430662493301853,5,4.3596281623602415,44.73040646275831
4,Administrative And Support Service Activities,"Business, Research And Administrative Professionals",Not outsourced,3,2.092791034813276,11.945382306800354,11.6933829829187,3,2.092791034813276,100
4,Administrative And Support Service Activities,Caring Personal Services,Not outsourced,3,2.03613200186177,15.471278808038411,15.095349268938724,3,2.03613200186177,100
4,Administrative And Support Service Activities,Cleaning And Housekeeping Managers And Supervisors,Not outsourced,1,1.5546586579998192,13.750767341927563,13.750767341927563,4,5.858875921950933,26.535101249970438
4,Administrative And Support Service Activities,Cleaning And Housekeeping Managers And Supervisors,Outsourced,3,4.304217263951114,11.996663046386804,11.801218178495406,4,5.858875921950933,73.46489875002956
4,Administrative And Support Service Activities,Construction And Building Trades,Not outsourced,1,1.07062479032361,20.67986494782075,20.67986494782075,1,1.07062479032361,100
4,Administrative And Support Service Activities,Customer Service Occupations,Not outsourced,11,9.946978847399853,13.41310512631921,13.555524482400699,21,15.886334966800439,62.61342762938863
4,Administrative And Support Service Activities,Customer Service Occupations,Outsourced,10,5.9393561194005855,9.923891930032529,10.107020694026543,21,15.886334966800439,37.38657237061137
4,Administrative And Support Service Activities,Customer Service Supervisors,Outsourced,1,1.122157759495573,11.567368473445821,11.567368473445821,1,1.122157759495573,100
4,Administrative And Support Service Activities,Electrical And Electronic Trades,Not outsourced,3,3.329379447295921,16.105228156333126,18.550640250978095,4,4.207863339340878,79.12280363690321
4,Administrative And Support Service Activities,Electrical And Electronic Trades,Outsourced,1,0.8784838920449567,22.91794556987927,22.917945569879272,4,4.207863339340878,20.877196363096786
4,Administrative And Support Service Activities,Elementary Administration Occupations,Outsourced,1,0.6732072765721944,13.17781870268058,13.177818702680579,1,0.6732072765721944,100
4,Administrative And Support Service Activities,Elementary Agricultural Occupations,Not outsourced,1,0.6190603062198153,11.817065684468998,11.817065684468998,1,0.6190603062198153,100
4,Administrative And Support Service Activities,Elementary Cleaning Occupations,Not outsourced,15,24.18736947627593,13.879851476706909,12.436822412243227,31,46.9500327855488,51.51725790428158
4,Administrative And Support Service Activities,Elementary Cleaning Occupations,Outsourced,16,22.762663309272867,10.590686390916742,10.039798596262443,31,46.9500327855488,48.482742095718415
4,Administrative And Support Service Activities,Elementary Security Occupations,Not outsourced,8,12.770133323418724,12.131238655376208,12.896504019220771,21,31.465951604831616,40.583973063309045
4,Administrative And Support Service Activities,Elementary Security Occupations,Outsourced,13,18.695818281412894,12.643062071596358,13.02178433123721,21,31.465951604831616,59.416026936690955
4,Administrative And Support Service Activities,Elementary Storage Occupations,Not outsourced,1,0.47089862742355,12.569060773480661,12.569060773480661,1,0.47089862742355,100
4,Administrative And Support Service Activities,Engineering Professionals,Not outsourced,2,1.3920096216727667,13.135098847999885,13.170776817695396,2,1.3920096216727667,100
4,Administrative And Support Service Activities,Finance Professionals,Not outsourced,1,0.6966071279611606,21.456926539799465,21.456926539799465,2,1.315667434180976,52.94705256536274
4,Administrative And Support Service Activities,Finance Professionals,Outsourced,1,0.6190603062198153,19.5521408839779,19.5521408839779,2,1.315667434180976,47.052947434637254
4,Administrative And Support Service Activities,Food Preparation And Hospitality Trades,Not outsourced,1,1.122157759495573,9.808631595804309,9.808631595804309,1,1.122157759495573,100
4,Administrative And Support Service Activities,Functional Managers And Directors,Not outsourced,9,7.27009676020497,23.593365020217142,23.13431818838316,12,9.583663381292048,75.85926665993595
4,Administrative And Support Service Activities,Functional Managers And Directors,Outsourced,3,2.3135666210870793,22.86291862765159,21.603408959212512,12,9.583663381292048,24.140733340064052
4,Administrative And Support Service Activities,Housekeeping And Related Services,Not outsourced,3,9.341868983732116,14.770257826887661,17.389919921314906,3,9.341868983732116,100
4,Administrative And Support Service Activities,"Hr, Training And Other Vocational Associate Guidance Professionals",Not outsourced,11,13.402297628157154,20.170991144198535,19.60748280852629,12,15.310373120846354,87.537367785693
4,Administrative And Support Service Activities,"Hr, Training And Other Vocational Associate Guidance Professionals",Outsourced,1,1.9080754926892003,16.11418047882136,16.11418047882136,12,15.310373120846354,12.462632214307018
4,Administrative And Support Service Activities,Information Technology Professionals,Not outsourced,6,6.270472113991236,19.527260743708716,20.200506195026406,7,7.180779166089226,87.32300449515482
4,Administrative And Support Service Activities,Information Technology Professionals,Outsourced,1,0.9103070520979906,13.428483732351134,13.428483732351134,7,7.180779166089226,12.676995504845182
4,Administrative And Support Service Activities,Information Technology Technicians,Not outsourced,3,3.3837250141945856,19.720687538367095,19.495398534713747,6,6.4260190847180425,52.65662877101547
4,Administrative And Support Service Activities,Information Technology Technicians,Outsourced,3,3.0422940705234573,12.973430293872282,13.201458521698433,6,6.4260190847180425,47.34337122898454
4,Administrative And Support Service Activities,Legal Associate Professionals,Not outsourced,1,1.5278930534129942,8.082013505217926,8.082013505217926,1,1.5278930534129942,100
4,Administrative And Support Service Activities,Leisure And Travel Services,Not outsourced,11,9.560033322523505,16.121974998536366,15.913842905768085,12,10.375185425730432,92.14325267685962
4,Administrative And Support Service Activities,Leisure And Travel Services,Outsourced,1,0.8151521032069263,10.9,10.9,12,10.375185425730432,7.856747323140377
4,Administrative And Support Service Activities,Managers And Directors In Retail And Wholesale,Not outsourced,2,3.0916282356167173,20.106432399250075,19.247418707903662,2,3.0916282356167173,100
4,Administrative And Support Service Activities,Managers And Proprietors In Hospitality And Leisure Services,Not outsourced,3,2.9971468415418907,21.01981693127425,19.91683609475477,3,2.9971468415418907,100
4,Administrative And Support Service Activities,Managers And Proprietors In Other Services,Not outsourced,1,0.7656957272156861,25.550412290743783,25.550412290743783,4,4.492597868858578,17.04349575828438
4,Administrative And Support Service Activities,Managers And Proprietors In Other Services,Outsourced,3,3.7269021416428916,14.18030830093445,13.174740140917432,4,4.492597868858578,82.9565042417156
4,Administrative And Support Service Activities,"Managers In Logistics, Warehousing And Transport",Not outsourced,1,0.5856717565001218,16.300388786576633,16.300388786576633,1,0.5856717565001218,100
4,Administrative And Support Service Activities,Media Professionals,Not outsourced,2,1.9393896806444908,17.994168201350522,18.014481548044987,2,1.9393896806444908,100
4,Administrative And Support Service Activities,Mobile Machine Drivers And Operatives,Not outsourced,1,0.8192893360459952,12.26,12.26,1,0.8192893360459952,100
4,Administrative And Support Service Activities,Natural And Social Science Professionals,Not outsourced,1,1.3766291121305152,27.501534683855123,27.501534683855123,1,1.3766291121305152,100
4,Administrative And Support Service Activities,Other Administrative Occupations,Not outsourced,18,19.51675468209758,13.495897705387497,13.161572711276234,24,23.98664906794632,81.36507365748757
4,Administrative And Support Service Activities,Other Administrative Occupations,Outsourced,6,4.469894385848739,12.264750763841073,12.593523514085604,24,23.98664906794632,18.63492634251242
4,Administrative And Support Service Activities,Other Elementary Services Occupations,Not outsourced,2,1.8382401713206622,9.55340699815838,9.369871015614155,2,1.8382401713206622,100
4,Administrative And Support Service Activities,Other Health Professionals,Outsourced,1,0.6324579178166212,15.476190476190476,15.476190476190476,1,0.6324579178166212,100
4,Administrative And Support Service Activities,Process Operatives,Not outsourced,1,1.379606858484692,11.344383057090239,11.344383057090239,1,1.379606858484692,100
4,Administrative And Support Service Activities,Production Managers And Directors,Not outsourced,1,2.1838565226459763,18.047882136279927,18.047882136279927,1,2.1838565226459763,100
4,Administrative And Support Service Activities,Protective Service Occupations,Not outsourced,1,1.2562099420627613,30,30,2,2.262290063987905,55.52824379418206
4,Administrative And Support Service Activities,Protective Service Occupations,Outsourced,1,1.0060801219251434,15.34683855125844,15.34683855125844,2,2.262290063987905,44.471756205817925
4,Administrative And Support Service Activities,Quality And Regulatory Professionals,Not outsourced,1,1.1840223894799036,17.7255985267035,17.7255985267035,2,1.9667998339067114,60.20045197624639
4,Administrative And Support Service Activities,Quality And Regulatory Professionals,Outsourced,1,0.7827774444268079,10.4,10.399999999999999,2,1.9667998339067114,39.79954802375361
4,Administrative And Support Service Activities,Road Transport Drivers,Not outsourced,3,2.6460364357499175,16.655653053118115,15.665276520945824,3,2.6460364357499175,100
4,Administrative And Support Service Activities,Sales Assistants And Retail Cashiers,Not outsourced,1,1.5278930534129942,12.318395743810107,12.318395743810107,1,1.5278930534129942,100
4,Administrative And Support Service Activities,Sales Related Occupations,Not outsourced,3,4.142381723224568,16.66207284632699,14.619037880839747,3,4.142381723224568,100
4,Administrative And Support Service Activities,"Sales, Marketing And Related Associate Professionals",Not outsourced,3,3.316522105577654,17.401430217655864,17.17240504060401,5,4.451328315970441,74.50634664890168
4,Administrative And Support Service Activities,"Sales, Marketing And Related Associate Professionals",Outsourced,2,1.1348062103927874,11.433695639090503,11.527105960518254,5,4.451328315970441,25.493653351098335
4,Administrative And Support Service Activities,Secretarial And Related Occupations,Not outsourced,4,2.693422091504952,11.876026205763775,11.580921715902168,6,4.652713449604562,57.8892751655245
4,Administrative And Support Service Activities,Secretarial And Related Occupations,Outsourced,2,1.9592913580996094,6.854256189891549,7.346441905243654,6,4.652713449604562,42.11072483447549
4,Administrative And Support Service Activities,Senior Officers In Protective Services,Not outsourced,1,0.7706144242078602,14.732965009208101,14.732965009208101,1,0.7706144242078602,100
4,Administrative And Support Service Activities,Shopkeepers And Sales Supervisors,Not outsourced,1,0.5998441557540919,12.891344383057088,12.891344383057088,2,1.0649048051926489,56.32842981167465
4,Administrative And Support Service Activities,Shopkeepers And Sales Supervisors,Outsourced,1,0.465060649438557,12.246777163904236,12.246777163904236,2,1.0649048051926489,43.671570188325354
4,Administrative And Support Service Activities,Welfare And Housing Associate Professionals,Not outsourced,2,1.5603797827940142,16.694871667247355,16.687596290050607,2,1.5603797827940142,100
5,"Agriculture, Forestry And Fishing",Agricultural And Related Trades,Not outsourced,3,6.040678701254341,9.197715878862288,9.597492280181813,4,6.621909446500397,91.222611092134
5,"Agriculture, Forestry And Fishing",Agricultural And Related Trades,Outsourced,1,0.5812307452460568,10.42,10.42,4,6.621909446500397,8.777388907866001
5,"Agriculture, Forestry And Fishing",Animal Care And Control Services,Not outsourced,2,1.8225662693207099,12.330396695037578,12.364266893671035,2,1.8225662693207099,100
5,"Agriculture, Forestry And Fishing",Business Associate Professionals,Not outsourced,3,2.6238987786875807,12.550700707790947,11.877944014852565,3,2.6238987786875807,100
5,"Agriculture, Forestry And Fishing",Elementary Agricultural Occupations,Not outsourced,3,3.0266704235371664,14.32602653297865,11.08597293348526,3,3.0266704235371664,100
5,"Agriculture, Forestry And Fishing",Elementary Cleaning Occupations,Not outsourced,1,3.2176263561890845,16.574585635359117,16.574585635359117,1,3.2176263561890845,100
5,"Agriculture, Forestry And Fishing",Functional Managers And Directors,Not outsourced,1,1.5055190376129233,25.56810159607121,25.56810159607121,2,2.0917841893859723,71.97296189789336
5,"Agriculture, Forestry And Fishing",Functional Managers And Directors,Outsourced,1,0.586265151773049,26.807692307692307,26.807692307692307,2,2.0917841893859723,28.027038102106644
5,"Agriculture, Forestry And Fishing",Information Technology Professionals,Not outsourced,1,0.7396020180116426,16.96229524086459,16.96229524086459,1,0.7396020180116426,100
5,"Agriculture, Forestry And Fishing",Managers And Proprietors In Agriculture Related Services,Outsourced,1,0.5827979776156418,10.142857142857142,10.142857142857142,1,0.5827979776156418,100
5,"Agriculture, Forestry And Fishing",NA,Not outsourced,1,1.0010622466042838,17.536873890465053,17.536873890465053,1,1.0010622466042838,100
5,"Agriculture, Forestry And Fishing",Natural And Social Science Professionals,Not outsourced,1,0.7434287080720312,10.313075506445673,10.313075506445673,1,0.7434287080720312,100
5,"Agriculture, Forestry And Fishing",Other Administrative Occupations,Not outsourced,1,0.6581799649640776,9.884615384615385,9.884615384615385,1,0.6581799649640776,100
5,"Agriculture, Forestry And Fishing",Production Managers And Directors,Not outsourced,2,1.6663104951482888,20.053477829720922,20.053477829720922,2,1.6663104951482888,100
5,"Agriculture, Forestry And Fishing",Road Transport Drivers,Outsourced,1,0.7190552784798583,18.79987722529159,18.79987722529159,1,0.7190552784798583,100
5,"Agriculture, Forestry And Fishing","Sales, Marketing And Related Associate Professionals",Not outsourced,2,4.403095554915618,12.59975445058318,13.085383440530412,2,4.403095554915618,100
5,"Agriculture, Forestry And Fishing","Science, Engineering And Production Technicians",Not outsourced,1,0.9953521084264068,20.238095238095237,20.238095238095237,1,0.9953521084264068,100
6,"Arts, Entertainment And Recreation",Administrative Occupations: Finance,Not outsourced,3,1.6192711851641195,20.97379147102904,21.07312516832059,4,2.7203691514798773,59.52395042721456
6,"Arts, Entertainment And Recreation",Administrative Occupations: Finance,Outsourced,1,1.101097966315758,17.188459177409452,17.188459177409452,4,2.7203691514798773,40.47604957278545
6,"Arts, Entertainment And Recreation",Administrative Occupations: Office Managers And Supervisors,Not outsourced,5,4.258896593500975,13.532895436873337,12.91781999516403,5,4.258896593500975,100
6,"Arts, Entertainment And Recreation",Administrative Occupations: Records,Not outsourced,1,1.1493123347623564,12.085635359116022,12.085635359116022,2,1.7953713128404063,64.01530015225997
6,"Arts, Entertainment And Recreation",Administrative Occupations: Records,Outsourced,1,0.6460589780780498,14.063284781516826,14.063284781516828,2,1.7953713128404063,35.984699847740025
6,"Arts, Entertainment And Recreation",Agricultural And Related Trades,Not outsourced,3,2.686509775370843,12.348505657284047,12.75099456768312,4,4.435197732467875,60.57249163220485
6,"Arts, Entertainment And Recreation",Agricultural And Related Trades,Outsourced,1,1.748687957097032,14.54487415592388,14.54487415592388,4,4.435197732467875,39.42750836779514
6,"Arts, Entertainment And Recreation",Animal Care And Control Services,Not outsourced,1,1.031857984913014,13.693472478002866,13.693472478002866,1,1.031857984913014,100
6,"Arts, Entertainment And Recreation","Artistic, Literary And Media Occupations",Not outsourced,9,8.920101639743251,15.369436995394153,15.65817597298402,9,8.920101639743251,100
