ID,Sex,Age,Agegender_recode_useforquota,Region,Employment_Status,Is_an_employee,Consent_1_Ethnicity,Consent_2_TU,Consent_3_Health,Ethnicity,Has_Degree,TradeUnion,D6_Children_2,D6_Children_3,D6_Children_4,D6_Children_5,D6_Children_6,D6_Children_7,D6_Children_8,Has_Second_Job,Who_Pays_You,Job_Security,Work_Circumstance_Agency,Work_Circumstance_Contract,Work_Circumstance_Seasonal,Work_Circumstance_Trainee,Work_Circumstance_Other,Work_Circumstance_Other_TEXT,Org_Size,Is_Supervisor,Job_Title_TEXT,Main_Activity_TEXT,Employer_Activity_TEXT,Employer_Activity_SIC,Biz_Type,Non_Private_Biz_Type,Non_Private_Biz_Type_TEXT,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q2,Q2_3_other,Q3v3a,Q3v3b,Q3v3c,Q3v3d,D7_Disability1,D8_Disability2,INCOME_FREQ,INCOME_OPEN_1,INCOME_OPEN_2,INCOME_CLOSED_ANNUAL,INCOME_CLOSED_MONTHLY,INCOME_CLOSED_WEEKLY,INCOME_CLOSED_HOURLY,HOURS,BORNUK,NatRepemployees,NatRepemployeesGraduate,unit_code,UnitOccupation,smg_code,MajorsubgroupOccupation,major_code,Majorgroupcode,SectorCode,SectorName,sum_true,outsourced,likely_agency,high_indicators,outsourcing_group,outsourcing_status
349e9985-2f7b-411e-93f7-6afe5c378349,2,10,6,9,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,5,2,Nursery assistant 1:1,Support a sen child in development,Childcate,16,1,NA,,2,1,1,2,2,2,1,,3,NA,NA,3,2,NA,4,10.42,NA,NA,NA,NA,NA,24,1,1.0595008234505991,1.0573492328025116,611,94,61,4,6,3,18,11,2,0,0,0,not_outsourced,Not outsourced
34a1c535-7e9b-4a52-b2dd-9b00df91920e,1,34,3,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,6,2,Health training,Health training,Health Improvement,17,2,4,,1,2,2,2,2,1,1,,3,NA,NA,3,2,NA,1,25500,NA,NA,NA,NA,NA,37,1,0.7113918792177198,0.6939970101986939,321,43,32,11,3,2,18,11,2,0,0,0,not_outsourced,Not outsourced
34a71474-9677-4796-826b-b68cf1a42f3b,1,19,2,5,1,1,1,1,1,15,1,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,7,1,Supervisor,Supervise,Production,3,1,NA,,2,2,1,2,2,1,1,,3,NA,NA,3,2,NA,1,39000,NA,NA,NA,NA,NA,40,1,0.44100061118083994,0.43352670713756025,816,77,81,16,8,7,3,13,2,0,0,0,not_outsourced,Not outsourced
34a8bba8-40a8-445c-af69-52e5a0c786f3,1,20,2,7,1,1,1,1,1,15,1,2,2,1,2,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,5,1,Superintendent Pharmacist,Review patient prescription,Patient care and drug dispensing,17,1,NA,,1,1,1,1,1,1,2,,1,3,NA,NA,2,NA,1,75000,NA,NA,NA,NA,NA,37.5,1,0.43058117694455483,0.42768138691752644,225,71,22,12,2,8,18,11,6,0,0,0,not_outsourced,Not outsourced
34b0aae8-e705-47b6-bfde-763baf917b86,2,34,8,11,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,1,Facilities Lead UK,"Make sure all the offices comply with health, safety and quality standards",Engineering,5,1,NA,,1,2,2,2,2,2,1,,3,NA,NA,3,1,2,1,34000,NA,NA,NA,NA,NA,37.5,1,0.8331552475741444,0.8148203994069453,358,81,35,2,3,2,5,22,1,0,0,0,not_outsourced,Not outsourced
34b218e5-accb-409d-843e-1a378bc14948,1,12,2,11,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,1,2,Batcher,Batch block mixes. For building site,Construction work,6,1,NA,,2,2,1,2,2,2,1,,3,NA,NA,3,2,NA,3,675,NA,NA,NA,NA,NA,45,1,1.4556646739761308,1.4244058166558435,811,75,81,16,8,7,6,7,1,0,0,0,not_outsourced,Not outsourced
34b3bafb-874c-4420-9685-9e28da79342d,1,16,2,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,2,Editor,Edited textbooks so that they meet the requirements of the target audience,Publish books,13,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,3,NA,1,32500,NA,NA,NA,NA,NA,37,1,0.5608027664528057,0.5611914717459371,249,58,24,3,2,8,10,12,0,0,0,0,not_outsourced,Not outsourced
34bdc769-2cc7-4f2f-89d4-82fde961ed5b,1,28,3,11,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,7,1,Security manager,Manage security,Education,16,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,2,2092,NA,NA,NA,NA,NA,37,1,0.8644568102230458,1.3740134877856462,331,78,33,17,3,2,17,8,0,0,0,0,not_outsourced,Not outsourced
34bf2349-19e3-41a9-961b-904a0e8fa935,2,24,8,12,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,NA,NA,NA,NA,NA,,3,1,Shift Manager,"Oversee, train and delegate",Fast food,9,1,NA,,1,2,2,2,1,2,1,,3,NA,NA,3,1,2,4,11.55,NA,NA,NA,NA,NA,16,1,0.7836357381678216,0.7883382982558732,115,52,11,6,1,5,9,1,2,0,0,0,not_outsourced,Not outsourced
34bf76e3-b30f-4cd1-94ce-e5fb62891bfe,1,42,4,11,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,,9,2,Ophthalmic technical health care assistant,Scanning,Hospital,17,2,6,,2,2,1,2,2,2,1,,3,NA,NA,1,1,2,2,NA,0,NA,4,NA,NA,32,1,0.7656957272156861,0.7482404433473185,321,43,32,11,3,2,18,11,1,0,1,0,likely_agency,Outsourced
34c2d0e7-240c-47c6-810f-1668415d9d75,2,27,8,10,1,1,1,1,1,15,1,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,6,1,Development Manager,Research and strategic development,Childrens education charity,21,2,7,,2,2,2,2,2,2,3,Neither option applies,3,NA,NA,3,1,1,1,33000,NA,NA,NA,NA,NA,37.5,1,0.8179295937558378,0.8186462109339833,216,82,21,20,2,8,20,17,0,0,0,0,not_outsourced,Not outsourced
34c614cb-346a-43b3-8917-99d58fe6f6fe,2,7,6,10,2,1,1,1,1,15,2,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,5,2,Retail Assistant,Assist customers,Clothing retail,22,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,2,600,NA,NA,NA,NA,NA,20,1,1.1623847474343962,1.1663554486458538,711,84,71,18,7,9,7,23,0,0,0,0,not_outsourced,Not outsourced
34c768c5-d4f3-4d8e-8d85-a1cf54f3ba79,1,47,4,10,1,1,1,1,1,8,2,1,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,,6,2,Train driver,Drive a train,Public transport,21,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,1,1,2,NA,0,NA,12,NA,NA,38,1,0.5125664306971255,0.8260197783174148,823,68,82,27,8,7,16,19,0,0,0,0,not_outsourced,Not outsourced
34c99d85-058c-4bab-96c6-4cb9abf1e09d,1,24,3,6,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,1,Customer Experience Transformation,Marketing,Retail Optical,7,1,NA,,2,2,2,1,2,2,1,,3,NA,NA,3,2,NA,1,50000,NA,NA,NA,NA,NA,37.5,1,0.6902397515227108,0.690182545869703,722,24,72,8,7,9,7,23,1,0,0,0,not_outsourced,Not outsourced
34d4d76f-c888-4bfa-8fc3-2f3e54b69ab0,1,30,3,8,1,1,2,2,2,NA,2,NA,1,1,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,,9,1,Project manager,Deliver change for the business,Financial Services,11,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,NA,NA,2,4000,NA,NA,NA,NA,NA,37.5,1,0.7874787868207915,1.4106133186614735,244,11,24,3,2,8,11,10,0,0,0,0,not_outsourced,Not outsourced
34def429-14db-49b6-96b4-0171757199ce,1,50,4,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,,9,1,Music Education officer,Administration,Music education,16,2,4,,2,2,1,2,2,2,1,,3,NA,NA,3,1,3,2,NA,0,NA,5,NA,NA,14,9,0.9880735305645285,0.997180044086689,231,95,23,25,2,8,17,8,1,0,0,0,not_outsourced,Not outsourced
34e02b9b-96b9-4129-9327-c7eb54432e65,1,49,4,11,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,2,2,Warehouse Operative,Pick and pack,Creative marketing,3,1,NA,,1,1,2,2,2,2,1,,3,NA,NA,3,2,NA,2,1600,NA,NA,NA,NA,NA,35,1,1.8450932374673183,1.0307366440979226,925,35,92,9,9,4,3,13,2,0,0,0,not_outsourced,Not outsourced
34e3586f-0a7e-4fb5-b417-d56686afaf37,2,35,8,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,,9,2,Marketing communications,Communications,Education,16,2,5,,1,2,2,1,1,2,1,,3,NA,NA,3,2,NA,1,32500,NA,NA,NA,NA,NA,35,1,0.7434287080720312,0.7531274588281033,232,69,23,25,2,8,17,8,3,0,0,0,not_outsourced,Not outsourced
34e7f5da-0c82-4676-bc6d-8a2965f89cd3,2,44,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,,9,2,Administrative Assistant,look after the governance of the business,General Hosptial,15,2,3,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,1,26000,NA,NA,NA,NA,NA,37,1,0.7389133768038573,0.7401367152540728,415,67,41,1,4,1,18,11,0,0,0,0,not_outsourced,Not outsourced
34fd6a1a-ebb6-479e-8c48-3c2bc1f5d5c4,1,44,4,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,,5,2,Forklift Driver,operate a forklift,valves and controls,3,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,1,2,1,22000,NA,NA,NA,NA,NA,35,1,0.8151521032069263,1.336813055140165,822,63,82,27,8,7,3,13,0,0,0,0,not_outsourced,Not outsourced
34ff5a58-811d-4dd6-abbc-91f49cfcb373,1,44,4,7,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,NA,NA,NA,NA,NA,,6,2,machine operater,set machines,car parts,7,2,1,,2,2,2,2,2,1,1,,3,NA,NA,3,2,NA,1,22500,NA,NA,NA,NA,NA,36.5,1,1.748687957097032,1.0006135152346114,812,62,81,16,8,7,7,23,1,0,0,0,not_outsourced,Not outsourced
3504a0b1-9329-4cf6-a847-52400017d9f9,1,27,3,12,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,5,2,IT admin,Administration,IT services,10,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,3,NA,1,10000,NA,NA,NA,NA,NA,20,9,0.6913249198631904,0.6953498740920298,313,47,31,19,3,2,10,12,0,0,0,0,not_outsourced,Not outsourced
35158a4a-d4de-44a7-90ce-d1a92dcd05b1,2,64,10,10,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,3,NA,NA,NA,NA,NA,,7,2,Admin,Inspect,Education,16,2,4,,2,2,2,2,2,2,1,,1,3,NA,NA,2,NA,1,21000,NA,NA,NA,NA,NA,10,1,0.6460589780780498,1.4333990728413806,415,67,41,1,4,1,17,8,0,1,0,0,outsourced,Outsourced
3516e129-b6d3-41f7-8067-29fa080dcbc4,1,41,4,9,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,8,2,Retail Assistant,Stack shelves,Food Retail,7,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,1,NA,0,5,NA,NA,NA,37.5,1,0.8627378841973506,1.3750972273415647,711,84,71,18,7,9,7,23,0,0,0,0,not_outsourced,Not outsourced
351c24e3-cfc5-4217-bcb7-1b8e7117b1a0,1,38,4,4,1,1,1,1,1,9,2,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,2,customer service,smart meters,smart meters,4,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,2,2000,NA,NA,NA,NA,NA,40,1,0.38444313440553457,0.598498405451182,721,23,72,8,7,9,4,9,0,0,0,0,not_outsourced,Not outsourced
351d4524-6609-40f6-a88d-874da7927ff2,2,13,7,12,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,5,1,Accommodation Coordinator and Welfare Officer,Provide accommodation for international students who attend our school,Education,16,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,2,NA,0,NA,3,NA,NA,26.5,1,1.1136487009940381,1.1231746476880557,322,103,32,11,3,2,17,8,0,0,0,0,not_outsourced,Not outsourced
3520fce0-6b33-47dc-8be3-3283e7f0114a,2,15,7,7,1,1,1,1,1,15,1,2,1,1,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,,6,1,Sales Manager,Sales/Marketing,B2B advertising agency,10,1,NA,,2,1,1,2,1,1,2,,3,NA,NA,2,2,NA,2,2500,NA,NA,NA,NA,NA,60,3,0.5827979776156418,0.5800338985783948,355,86,35,2,3,2,10,12,4,0,0,0,not_outsourced,Not outsourced
35291558-5d18-4fa3-8e37-0ab925b65c2d,1,32,3,5,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,1,Assistant director,Manage staff and head up a unit,Public service,15,2,3,,2,2,2,2,2,2,1,,3,NA,NA,3,1,2,2,5700,NA,NA,NA,NA,NA,37,1,0.7134640008273273,0.7072399810450907,113,40,11,6,1,5,16,19,0,0,0,0,not_outsourced,Not outsourced
35339729-1161-4a1e-a54c-ebacd32e26cb,1,46,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,1,1,,8,2,Administrative Officer,I provide administrative support for online tribunal hearings.,Oversee the operations of courts and tribunals in the UK.,15,2,3,,1,1,1,1,1,2,1,,1,1,NA,NA,2,NA,3,436,NA,NA,NA,NA,NA,37,1,0.7190552784798583,0.7185425696657721,421,88,42,21,4,1,16,19,5,1,0,0,outsourced,Outsourced
35349b19-830b-4ba0-9e2f-d9d7a473ebc7,1,14,2,6,2,1,1,1,1,15,1,2,1,1,1,1,1,1,1,2,3,2,2,1,1,1,1,,3,2,Health care Assistant,Taking care of the elderly,Care home,17,1,NA,,1,1,1,2,1,1,1,,1,1,NA,NA,2,NA,3,350,NA,NA,NA,NA,NA,30,2,0.426645425599401,0.4230707743537957,613,15,61,4,6,3,18,11,5,1,0,0,outsourced,Outsourced
353642c8-fb0b-457d-b3dd-6ee354a62621,1,37,4,12,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,NA,NA,NA,NA,NA,,9,2,School Nurse,Nurse,Nhs,17,2,6,,2,2,2,2,2,2,1,,3,NA,NA,3,1,2,2,2800,NA,NA,NA,NA,NA,37.5,1,0.7201857494814775,0.7239222265716113,223,66,22,12,2,8,18,11,0,0,0,0,not_outsourced,Not outsourced
353ce6d8-4cdf-482c-95da-8c4944bf4637,2,12,7,1,2,1,1,1,1,10,1,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,2,Pupil Support Assistant,Teach groups and individuals,Primary Education,16,2,4,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,2,833,NA,NA,NA,NA,NA,24,3,1.4303749959320025,1.48211417677657,611,94,61,4,6,3,17,8,0,0,0,0,not_outsourced,Not outsourced
3540c6fa-a521-49f4-8b78-372bda2c2405,2,12,7,12,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,3,2,Business manager,Manage,Consulting,14,1,NA,,1,2,2,1,2,2,1,,2,NA,3,NA,2,NA,2,NA,0,NA,6,NA,NA,40,4,1.1136487009940381,1.1231746476880557,113,40,11,6,1,5,14,4,2,1,0,0,outsourced,Outsourced
3552681d-e107-4591-a6c7-4c388df414d5,2,16,7,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,1,Hospital medicines management technician,Pharmacy,NHS,17,2,6,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,1,NA,0,4,NA,NA,NA,31,1,0.8006459160654019,0.7876080036485285,321,43,32,11,3,2,18,11,0,0,0,0,not_outsourced,Not outsourced
355685af-0be4-45b0-b3d3-d97a191494ee,1,28,3,9,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,3,2,2,1,1,1,1,,6,2,Offshore administrator,Clerical support to commissioning department,Offshore gas extraction,2,1,NA,,1,2,2,1,2,2,1,,3,NA,NA,2,2,NA,2,6720,NA,NA,NA,NA,NA,84,1,0.9634476522936545,0.9588227684509147,415,67,41,1,4,1,2,14,2,0,0,0,not_outsourced,Not outsourced
3557dbf2-a919-43f4-ae26-3043beb3c400,2,20,7,5,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,2,Strategy manager,Space management,Education,16,2,5,,2,2,2,2,1,2,1,,3,NA,NA,3,2,NA,2,3000,NA,NA,NA,NA,NA,35,1,1.1493123347623564,1.1423803269950603,355,86,35,2,3,2,17,8,1,0,0,0,not_outsourced,Not outsourced
355b8e5a-d10a-4733-94f9-f9b32f30d189,2,11,7,3,1,1,1,1,1,6,1,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,1,Retail,Sale,Retail phone,7,1,NA,,2,2,1,1,2,2,1,,3,NA,NA,3,2,NA,2,2700,NA,NA,NA,NA,NA,37.5,3,0.4831844538576523,0.473609549883135,711,84,71,18,7,9,7,23,2,0,0,0,not_outsourced,Not outsourced
355e1d85-212d-4cfb-9a58-91cf3ac060e5,2,36,9,11,2,1,2,2,2,NA,2,NA,1,1,1,1,1,2,2,2,1,1,NA,NA,NA,NA,NA,,6,2,Admin assistant,Accoubts,Primary education,22,2,4,,2,2,2,2,2,2,1,,3,NA,NA,1,NA,NA,1,NA,0,12,NA,NA,NA,29,1,0.44510436699860256,1.0556161508751827,415,67,41,1,4,1,17,8,0,0,1,0,likely_agency,Outsourced
355ebc7e-8fb1-4f9a-b952-b7c9e49addd7,1,41,4,7,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,,2,2,Fitter,Fit awnings,Blinds,3,1,NA,,2,2,2,2,2,1,1,,3,NA,NA,3,2,NA,3,NA,0,NA,NA,12,NA,49,1,1.748687957097032,1.0006135152346114,531,20,53,23,5,10,3,13,1,0,0,0,not_outsourced,Not outsourced
355edc1c-33ed-4a3f-95cf-18ef35104838,2,12,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,,5,1,CEO,Investment,Healthcare,17,1,NA,,1,2,1,2,1,1,2,,2,NA,3,NA,2,NA,1,40000,NA,NA,NA,NA,NA,40,4,0.7845944661127395,0.7799143657940489,111,16,11,6,1,5,18,11,4,0,0,0,not_outsourced,Not outsourced
3561a791-65e8-4118-904b-263bed8968ed,1,28,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,2,Officer,Regulate businesses,Public sector,15,2,4,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,1,49200,NA,NA,NA,NA,NA,36,1,0.9103070520979906,0.9321281207939172,411,2,41,1,4,1,16,19,0,0,0,0,not_outsourced,Not outsourced
3567253f-3a74-4828-8e3b-12f40f495839,2,25,8,6,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,6,2,Admin Assistant,General office admin,Testing of footwear and PPE,13,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,1,12400,NA,NA,NA,NA,NA,22,1,0.5803183910329621,0.9945081751495464,415,67,41,1,4,1,13,18,0,0,0,0,not_outsourced,Not outsourced
3571e6e3-eafb-48dd-a270-10b5e0868d78,2,21,8,6,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,2,Operations manager,"Operations, resource, finance",Events,14,1,NA,,2,1,1,2,2,2,1,,3,NA,NA,3,2,NA,1,32000,NA,NA,NA,NA,NA,30,1,0.5803183910329621,0.9945081751495464,113,40,11,6,1,5,14,4,2,0,0,0,not_outsourced,Not outsourced
357a168b-447d-487c-9fcd-9f2ffdddfda4,2,17,7,11,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,2,Team assistant,Schedule works,Social housing,12,2,7,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,1,27650,NA,NA,NA,NA,NA,40,9,1.1840223894799036,1.1609046738661577,613,15,61,4,6,3,12,20,0,0,0,0,not_outsourced,Not outsourced
358245e4-6158-4b68-944a-ba7b1fde88b7,2,53,10,3,2,1,1,2,1,1,2,NA,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,,9,2,Display Merchandiser,Replenish stock,Merchandising,14,1,NA,,1,1,2,1,1,2,1,,1,3,NA,NA,2,NA,2,NA,0,NA,2,NA,NA,17,3,0.49592103478478894,1.0688384678000689,355,86,35,2,3,2,14,4,4,1,0,0,outsourced,Outsourced
358c3a78-a10d-4faa-9f9d-7220c3ade29c,3,10,11,9,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,6,2,Emergency Care Assistant,Drive ambulances,Emergency care,17,1,NA,,2,1,1,1,1,2,1,,3,NA,NA,3,1,2,1,22816,NA,NA,NA,NA,NA,37.5,1,1.3283327988743214,1.2641173042776304,613,15,61,4,6,3,18,11,4,0,0,0,not_outsourced,Not outsourced
3592a1a5-8738-44a2-ab70-437fece6e7f8,1,48,4,11,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,,8,2,Prison Officer,Prison Officer,Prison,15,2,3,,2,2,2,2,2,1,1,,3,NA,NA,3,1,3,1,33000,NA,NA,NA,NA,NA,39,1,0.6581799649640776,1.0307366440979226,331,78,33,17,3,2,16,19,1,0,0,0,not_outsourced,Not outsourced
3592f7da-e703-456f-9e4d-a889f41d9da9,2,2,6,11,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,2,1,2,1,1,1,,5,1,Till worker,Serve food,Food,1,1,NA,,2,2,1,1,2,1,2,,1,3,NA,NA,2,NA,2,300,NA,NA,NA,NA,NA,8,1,0.8082897802811799,0.7925611209073165,711,84,71,18,7,9,9,1,3,0,0,0,not_outsourced,Not outsourced
359a2cee-299b-467d-9a33-5083fdb1610a,2,19,7,12,2,1,1,2,1,1,2,NA,1,1,2,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,,2,2,Cleaner,Clean,Build parts,3,2,1,,1,2,1,1,1,1,1,,2,NA,3,NA,1,1,2,450,NA,NA,NA,NA,NA,12,1,1.1136487009940381,1.1231746476880557,922,30,92,9,9,4,3,13,5,1,0,0,outsourced,Outsourced
35a84692-82f4-47ed-a7e9-fb1d8a4328b0,2,30,8,9,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,,6,2,Clinical Support Worker,Care for adults with mental health concerns,Mental Health Unit,17,2,6,,2,2,1,2,2,2,1,,3,NA,NA,3,1,2,1,23500,NA,NA,NA,NA,NA,37.5,1,0.8100176644276368,1.3816012697660638,613,15,61,4,6,3,18,11,1,0,0,0,not_outsourced,Not outsourced
35ac6b9d-4a05-482b-b4f0-43c8f41e693a,2,47,9,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,,4,2,Catering assistant,Cook,Make and serve food,16,1,NA,,2,2,2,2,2,1,1,,2,NA,3,NA,1,2,2,NA,0,NA,12,NA,NA,20,1,2.4133347165103927,1.0385793197570485,926,70,92,9,9,4,17,8,1,1,0,0,outsourced,Outsourced
35b55d91-1cbd-4ec9-911f-37f380722b07,1,51,5,11,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,,1,2,sales,sales,automotive sales,7,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,1,60000,NA,NA,NA,NA,NA,45,1,0.6581799649640776,1.0307366440979226,711,84,71,18,7,9,7,23,0,0,0,0,not_outsourced,Not outsourced
35bb45cd-1ad3-4bae-8e23-7b3efeb9dfe4,2,36,9,6,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,,6,1,Reception Manager,"Organise the reception team, making sure they are aware of any changes",Health Care,17,2,9,Not sure,2,2,2,1,2,2,1,,3,NA,NA,3,2,NA,4,NA,0,NA,NA,NA,13,37.5,1,0.4701594608357803,1.0328709035681847,421,88,42,21,4,1,18,11,1,0,0,0,not_outsourced,Not outsourced
35c2d296-3ef4-4704-901a-54455fc6a462,1,19,2,8,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,5,2,Sales Manager,External sales,Manufacture plastic tubing,3,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,1,30000,NA,NA,NA,NA,NA,36,1,1.491537495638961,1.4899764889086786,355,86,35,2,3,2,3,13,0,0,0,0,not_outsourced,Not outsourced
35c94bc1-a6e5-49a2-9a40-4d024186f729,1,34,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,9,2,Clerical,Data entry,Council,14,2,3,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,2,NA,0,NA,12,NA,NA,35,1,0.9103070520979906,0.9321281207939172,415,67,41,1,4,1,16,19,0,0,0,0,not_outsourced,Not outsourced
35c9c849-603c-42c7-a1ef-963dc3485774,1,24,3,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,,5,2,dispenser,run blister packs and level 3 medication,Pharmacy,17,1,NA,,2,2,2,2,2,2,1,,3,NA,NA,3,2,NA,1,23000,NA,NA,NA,NA,NA,40,1,0.9103070520979906,0.9321281207939172,711,84,71,18,7,9,7,23,0,0,0,0,not_outsourced,Not outsourced
35d714b3-7d8d-4a0e-8ee9-91df4fbc7a85,1,25,3,9,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,,2,2,Delivery Driver,Deliveries,Delivery Services,8,1,NA,,2,2,2,2,1,1,1,,3,NA,NA,3,2,NA,3,NA,0,NA,NA,12,NA,37,1,3.928757954302704,1.833060023821621,821,83,82,27,8,7,8,21,2,0,0,0,not_outsourced,Not outsourced
35d772f0-174b-4504-a760-48887d45f52a,1,23,3,5,1,1,2,2,2,NA,2,NA,2,1,2,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,,2,2,retail,calls,equipment,22,1,NA,,2,2,2,2,2,1,1,,3,NA,NA,3,NA,NA,2,NA,0,NA,5,NA,NA,40,1,0.7460092004017806,1.3270169152710192,711,84,71,18,7,9,15,15,1,0,0,0,not_outsourced,Not outsourced
