(Intercept),BORNUK_binaryNot born in UK,(Intercept)_or,BORNUK_binaryNot born in UK_or,(Intercept)_p,BORNUK_binaryNot born in UK_p
-2.112599232337913,0.6788386270397496,0.12092324997822457,1.971586654660679,0,0
-3.5658789463940694,0.6015433659410374,0.02827212487800307,1.824933167728256,0,5.311824270437526e-5
-3.527205863573955,0.6579143121117516,0.02938691230119191,1.9307611668039404,0,4.3057686964775854e-06
