variable,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),27106.72525986884,159.46243501784255,169.98815587405156,0
outsourcing_groupOutsourced,-2986.5430368795883,462.59903106655526,-6.456007981672376,1.1354689197515899e-10
outsourcing_groupLikely agency,-1467.3960910980804,890.7306211324221,-1.6474072590347462,0.09951227731028033
outsourcing_groupHigh indicators,1179.728289939829,889.1531423181548,1.3267998883343104,0.18461144528994908
