variable,Estimate,Std. Error,t value,Pr(>|t|)
(Intercept),575.4113330922025,3.4409614489290345,167.22399876676727,0
outsourcing_statusOutsourced,-46.621810856291006,8.405852510224955,-5.5463512831779775,3.006656711000099e-8
